configuration,pop_mut,scenario,mutation_rate_a,mutation_rate_b,population_size,comparison,a_replicate,b_replicate,variance_leading,variance_overall
DIFF_MUT_1,"1000, 0.01",lockstep,0.01,0.03,1000,inter-treatment,30167,30226,8.855510204081632,26.41183673469388
DIFF_MUT_1,"1000, 0.01",lockstep,0.01,0.03,1000,inter-treatment,30220,30151,5.701632653061225,21.108571428571427
DIFF_MUT_1,"1000, 0.01",lockstep,0.01,0.03,1000,inter-treatment,30233,30174,4.773877551020408,28.139183673469386
DIFF_MUT_1,"1000, 0.01",lockstep,0.01,0.03,1000,inter-treatment,30154,30238,8.08,27.908571428571427
DIFF_MUT_1,"1000, 0.01",lockstep,0.01,0.03,1000,inter-treatment,30185,30248,7.489387755102041,27.690204081632654
DIFF_MUT_1,"1000, 0.01",lockstep,0.01,0.03,1000,inter-treatment,30163,30247,6.4897959183673475,37.353469387755105
DIFF_MUT_1,"1000, 0.01",lockstep,0.01,0.03,1000,inter-treatment,30216,30170,4.245306122448979,41.15265306122449
DIFF_MUT_1,"1000, 0.01",lockstep,0.01,0.03,1000,inter-treatment,30178,30245,4.948979591836735,33.70448979591837
DIFF_MUT_1,"1000, 0.01",lockstep,0.01,0.03,1000,inter-treatment,30168,30223,3.8485714285714283,28.908163265306122
DIFF_MUT_1,"1000, 0.01",lockstep,0.01,0.03,1000,inter-treatment,30230,30184,5.366938775510204,30.099591836734696
DIFF_MUT_1,"1000, 0.01",lockstep,0.01,0.03,1000,inter-treatment,30250,30171,6.230204081632653,34.465714285714284
DIFF_MUT_1,"1000, 0.01",lockstep,0.01,0.03,1000,inter-treatment,30195,30212,4.244897959183674,27.592244897959183
DIFF_MUT_1,"1000, 0.01",lockstep,0.01,0.03,1000,inter-treatment,30188,30227,4.408163265306123,33.96775510204082
DIFF_MUT_1,"1000, 0.01",lockstep,0.01,0.03,1000,inter-treatment,30166,30203,5.071428571428571,25.306122448979593
DIFF_MUT_1,"1000, 0.01",lockstep,0.01,0.03,1000,inter-treatment,30213,30157,3.62,23.08408163265306
DIFF_MUT_1,"1000, 0.01",lockstep,0.01,0.03,1000,inter-treatment,30153,30224,7.241224489795918,16.28734693877551
DIFF_MUT_1,"1000, 0.01",lockstep,0.01,0.03,1000,inter-treatment,30243,30180,4.738367346938776,21.331020408163266
DIFF_MUT_1,"1000, 0.01",lockstep,0.01,0.03,1000,inter-treatment,30201,30197,6.2024489795918365,29.97714285714286
DIFF_MUT_1,"1000, 0.01",lockstep,0.01,0.03,1000,inter-treatment,30249,30187,3.536326530612245,27.88612244897959
DIFF_MUT_1,"1000, 0.01",lockstep,0.01,0.03,1000,inter-treatment,30162,30236,7.007755102040816,25.316326530612244
DIFF_MUT_1,"1000, 0.01",lockstep,0.01,0.03,1000,inter-treatment,30164,30219,6.384081632653062,34.62897959183673
DIFF_MUT_1,"1000, 0.01",lockstep,0.01,0.03,1000,inter-treatment,30200,30211,6.842448979591836,30.303673469387753
DIFF_MUT_1,"1000, 0.01",lockstep,0.01,0.03,1000,inter-treatment,30158,30221,8.188163265306123,20.52408163265306
DIFF_MUT_1,"1000, 0.01",lockstep,0.01,0.03,1000,inter-treatment,30186,30232,6.2057142857142855,33.07142857142857
DIFF_MUT_1,"1000, 0.01",lockstep,0.01,0.03,1000,inter-treatment,30159,30228,7.133061224489796,29.471020408163266
DIFF_MUT_1,"1000, 0.01",lockstep,0.01,0.03,1000,inter-treatment,30229,30152,3.7159183673469385,27.622857142857143
DIFF_MUT_1,"1000, 0.01",lockstep,0.01,0.03,1000,inter-treatment,30225,30183,3.9526530612244897,34.63224489795918
DIFF_MUT_1,"1000, 0.01",lockstep,0.01,0.03,1000,inter-treatment,30196,30205,8.197551020408163,26.010204081632654
DIFF_MUT_1,"1000, 0.01",lockstep,0.01,0.03,1000,inter-treatment,30235,30194,6.120816326530612,24.507755102040818
DIFF_MUT_1,"1000, 0.01",lockstep,0.01,0.03,1000,inter-treatment,30172,30244,8.204489795918366,33.95265306122449
DIFF_MUT_1,"1000, 0.01",lockstep,0.01,0.03,1000,inter-treatment,30206,30181,5.624897959183674,32.11469387755102
DIFF_MUT_1,"1000, 0.01",lockstep,0.01,0.03,1000,inter-treatment,30240,30173,4.156734693877551,22.02285714285714
DIFF_MUT_1,"1000, 0.01",lockstep,0.01,0.03,1000,inter-treatment,30231,30161,5.275510204081632,30.8265306122449
DIFF_MUT_1,"1000, 0.01",lockstep,0.01,0.03,1000,inter-treatment,30160,30214,7.071428571428571,20.244897959183675
DIFF_MUT_1,"1000, 0.01",lockstep,0.01,0.03,1000,inter-treatment,30207,30179,5.551428571428572,35.56285714285714
DIFF_MUT_1,"1000, 0.01",lockstep,0.01,0.03,1000,inter-treatment,30189,30242,7.585306122448979,41.75877551020408
DIFF_MUT_1,"1000, 0.01",lockstep,0.01,0.03,1000,inter-treatment,30210,30199,5.616734693877551,35.97591836734694
DIFF_MUT_1,"1000, 0.01",lockstep,0.01,0.03,1000,inter-treatment,30215,30177,3.263673469387755,51.97102040816326
DIFF_MUT_1,"1000, 0.01",lockstep,0.01,0.03,1000,inter-treatment,30204,30155,4.418367346938775,38.74448979591837
DIFF_MUT_1,"1000, 0.01",lockstep,0.01,0.03,1000,inter-treatment,30246,30193,6.022857142857143,25.25265306122449
DIFF_MUT_1,"1000, 0.01",lockstep,0.01,0.03,1000,inter-treatment,30218,30192,5.162857142857143,33.7065306122449
DIFF_MUT_1,"1000, 0.01",lockstep,0.01,0.03,1000,inter-treatment,30175,30222,8.5,31.92
DIFF_MUT_1,"1000, 0.01",lockstep,0.01,0.03,1000,inter-treatment,30202,30176,4.948979591836735,37.90244897959184
DIFF_MUT_1,"1000, 0.01",lockstep,0.01,0.03,1000,inter-treatment,30217,30156,4.305714285714285,43.198367346938774
DIFF_MUT_1,"1000, 0.01, 0.03",oneOffLockstep,0.01,0.03,1000,intra-run,30251,30251,1.3648979591836734,17.68204081632653
DIFF_MUT_1,"1000, 0.01, 0.03",oneOffLockstep,0.01,0.03,1000,intra-run,30252,30252,1.0791836734693878,22.006530612244898
DIFF_MUT_1,"1000, 0.01, 0.03",oneOffLockstep,0.01,0.03,1000,intra-run,30253,30253,0.8881632653061224,23.030204081632654
DIFF_MUT_1,"1000, 0.01, 0.03",oneOffLockstep,0.01,0.03,1000,intra-run,30254,30254,0.983265306122449,26.507755102040818
DIFF_MUT_1,"1000, 0.01, 0.03",oneOffLockstep,0.01,0.03,1000,intra-run,30255,30255,1.1938775510204083,15.193877551020408
DIFF_MUT_1,"1000, 0.01, 0.03",oneOffLockstep,0.01,0.03,1000,intra-run,30256,30256,1.0975510204081633,18.966938775510204
DIFF_MUT_1,"1000, 0.01, 0.03",oneOffLockstep,0.01,0.03,1000,intra-run,30257,30257,1.4387755102040816,20.271020408163267
DIFF_MUT_1,"1000, 0.01, 0.03",oneOffLockstep,0.01,0.03,1000,intra-run,30258,30258,0.8179591836734694,24.591428571428573
DIFF_MUT_1,"1000, 0.01, 0.03",oneOffLockstep,0.01,0.03,1000,intra-run,30259,30259,1.0677551020408163,19.84857142857143
DIFF_MUT_1,"1000, 0.01, 0.03",oneOffLockstep,0.01,0.03,1000,intra-run,30260,30260,1.357142857142857,22.8265306122449
DIFF_MUT_1,"1000, 0.01, 0.03",oneOffLockstep,0.01,0.03,1000,intra-run,30261,30261,0.9081632653061225,28.001632653061225
DIFF_MUT_1,"1000, 0.01, 0.03",oneOffLockstep,0.01,0.03,1000,intra-run,30262,30262,0.8934693877551021,22.04448979591837
DIFF_MUT_1,"1000, 0.01, 0.03",oneOffLockstep,0.01,0.03,1000,intra-run,30263,30263,1.0697959183673469,16.463673469387754
