configuration,pop_mut,scenario,mutation_rate_a,mutation_rate_b,population_size,comparison,a_replicate,b_replicate,variance_leading,variance_overall
CONFIG_1,"1000, 0.001, 0.001",oneOffLockstep,0.001,0.001,1000,intra-run,10280,10280,0.12244897959183673,0.22408163265306122
CONFIG_1,"1000, 0.001, 0.001",oneOffLockstep,0.001,0.001,1000,intra-run,10281,10281,0.12244897959183673,0.5289795918367347
CONFIG_1,"1000, 0.001, 0.001",oneOffLockstep,0.001,0.001,1000,intra-run,10282,10282,0.04081632653061224,0.4489795918367347
CONFIG_1,"1000, 0.001, 0.001",oneOffLockstep,0.001,0.001,1000,intra-run,10283,10283,0.08163265306122448,0.2142857142857143
CONFIG_1,"1000, 0.001, 0.001",oneOffLockstep,0.001,0.001,1000,intra-run,10284,10284,0.08163265306122448,0.3673469387755102
CONFIG_1,"1000, 0.001, 0.001",oneOffLockstep,0.001,0.001,1000,intra-run,10285,10285,0.08163265306122448,0.20408163265306123
CONFIG_1,"1000, 0.001, 0.001",oneOffLockstep,0.001,0.001,1000,intra-run,10286,10286,0.08163265306122448,0.6530612244897959
CONFIG_1,"1000, 0.001, 0.001",oneOffLockstep,0.001,0.001,1000,intra-run,10287,10287,0.12244897959183673,0.3024489795918367
CONFIG_1,"1000, 0.001, 0.001",oneOffLockstep,0.001,0.001,1000,intra-run,10288,10288,0.08163265306122448,0.3248979591836735
CONFIG_1,"1000, 0.001, 0.001",oneOffLockstep,0.001,0.001,1000,intra-run,10289,10289,0.08163265306122448,0.2142857142857143
CONFIG_1,"1000, 0.001, 0.001",oneOffLockstep,0.001,0.001,1000,intra-run,10290,10290,0.08163265306122448,0.2840816326530612
CONFIG_1,"1000, 0.001, 0.001",oneOffLockstep,0.001,0.001,1000,intra-run,10291,10291,0.12244897959183673,0.26163265306122446
CONFIG_1,"1000, 0.001, 0.001",oneOffLockstep,0.001,0.001,1000,intra-run,10292,10292,0.08163265306122448,0.5453061224489796
CONFIG_1,"1000, 0.001, 0.001",oneOffLockstep,0.001,0.001,1000,intra-run,10293,10293,0.08163265306122448,0.3657142857142857
CONFIG_1,"1000, 0.001, 0.001",oneOffLockstep,0.001,0.001,1000,intra-run,10294,10294,0.08163265306122448,0.22408163265306122
CONFIG_1,"1000, 0.001, 0.001",oneOffLockstep,0.001,0.001,1000,intra-run,10295,10295,0.12244897959183673,0.4636734693877551
CONFIG_1,"1000, 0.001, 0.001",oneOffLockstep,0.001,0.001,1000,intra-run,10296,10296,0.04081632653061224,0.4085714285714286
CONFIG_1,"1000, 0.001, 0.001",oneOffLockstep,0.001,0.001,1000,intra-run,10297,10297,0.08163265306122448,0.16163265306122448
CONFIG_1,"1000, 0.001, 0.001",oneOffLockstep,0.001,0.001,1000,intra-run,10298,10298,0.12244897959183673,0.156734693877551
CONFIG_1,"1000, 0.001, 0.001",oneOffLockstep,0.001,0.001,1000,intra-run,10299,10299,0.08163265306122448,0.6530612244897959
CONFIG_1,"1000, 0.001, 0.001",oneOffLockstep,0.001,0.001,1000,intra-run,10300,10300,0.08163265306122448,0.26163265306122446
CONFIG_1,"1000, 0.001",oneOffLockstep,0.001,0.001,1000,inter-run,10351,10350,0.20408163265306123,0.5159183673469387
CONFIG_1,"1000, 0.001",oneOffLockstep,0.001,0.001,1000,inter-run,10308,10327,0.6122448979591837,1.3812244897959183
CONFIG_1,"1000, 0.001",oneOffLockstep,0.001,0.001,1000,inter-run,10318,10332,0.16326530612244897,0.40653061224489795
CONFIG_1,"1000, 0.001",oneOffLockstep,0.001,0.001,1000,inter-run,10357,10347,0.4489795918367347,0.9795918367346939
CONFIG_1,"1000, 0.001",oneOffLockstep,0.001,0.001,1000,inter-run,10361,10386,0.5306122448979592,0.9322448979591836
CONFIG_1,"1000, 0.001",oneOffLockstep,0.001,0.001,1000,inter-run,10356,10382,0.20408163265306123,0.2383673469387755
CONFIG_1,"1000, 0.001",oneOffLockstep,0.001,0.001,1000,inter-run,10390,10320,0.24489795918367346,0.3873469387755102
CONFIG_1,"1000, 0.001",oneOffLockstep,0.001,0.001,1000,inter-run,10384,10363,0.7755102040816326,0.716734693877551
CONFIG_1,"1000, 0.001",oneOffLockstep,0.001,0.001,1000,inter-run,10378,10330,0.40816326530612246,1.2657142857142856
CONFIG_1,"1000, 0.001",oneOffLockstep,0.001,0.001,1000,inter-run,10367,10400,0.32653061224489793,0.18
CONFIG_1,"1000, 0.001",oneOffLockstep,0.001,0.001,1000,inter-run,10317,10349,0.20408163265306123,0.34653061224489795
CONFIG_1,"1000, 0.001",oneOffLockstep,0.001,0.001,1000,inter-run,10360,10354,0.5306122448979592,0.7351020408163265
