configuration,pop_mut,scenario,mutation_rate,population_size,replicate_seed,cell,fitness_value_cell,fitness_value_organism
CONFIG_1,"1000, 0.001, 0.001",lockstep,0.001,1000,10047,B,7.0,14.0
CONFIG_1,"1000, 0.001, 0.001",lockstep,0.001,1000,10048,A,5.0,10.0
CONFIG_1,"1000, 0.001, 0.001",lockstep,0.001,1000,10048,B,5.0,10.0
CONFIG_1,"1000, 0.001, 0.001",lockstep,0.001,1000,10049,A,4.0,8.0
CONFIG_1,"1000, 0.001, 0.001",lockstep,0.001,1000,10049,B,4.0,8.0
CONFIG_1,"1000, 0.001, 0.001",lockstep,0.001,1000,10050,A,3.0,6.0
CONFIG_1,"1000, 0.001, 0.001",lockstep,0.001,1000,10050,B,3.0,6.0
CONFIG_1,"1000, 0.001, 0.001",oneOffLockstep,0.001,1000,10251,A,100.0,200.0
CONFIG_1,"1000, 0.001, 0.001",oneOffLockstep,0.001,1000,10251,B,100.0,200.0
CONFIG_1,"1000, 0.001, 0.001",oneOffLockstep,0.001,1000,10252,A,100.0,200.0
CONFIG_1,"1000, 0.001, 0.001",oneOffLockstep,0.001,1000,10252,B,100.0,200.0
CONFIG_1,"1000, 0.001, 0.001",oneOffLockstep,0.001,1000,10253,A,100.0,200.0
CONFIG_1,"1000, 0.001, 0.001",oneOffLockstep,0.001,1000,10253,B,100.0,200.0
CONFIG_1,"1000, 0.001, 0.001",oneOffLockstep,0.001,1000,10254,A,100.0,200.0
CONFIG_1,"1000, 0.001, 0.001",oneOffLockstep,0.001,1000,10254,B,100.0,200.0
CONFIG_1,"1000, 0.001, 0.001",oneOffLockstep,0.001,1000,10255,A,100.0,200.0
CONFIG_1,"1000, 0.001, 0.001",oneOffLockstep,0.001,1000,10255,B,100.0,200.0
CONFIG_1,"1000, 0.001, 0.001",oneOffLockstep,0.001,1000,10256,A,100.0,200.0
CONFIG_1,"1000, 0.001, 0.001",oneOffLockstep,0.001,1000,10256,B,100.0,200.0
CONFIG_1,"1000, 0.001, 0.001",oneOffLockstep,0.001,1000,10257,A,100.0,200.0
CONFIG_1,"1000, 0.001, 0.001",oneOffLockstep,0.001,1000,10257,B,100.0,200.0
CONFIG_1,"1000, 0.001, 0.001",oneOffLockstep,0.001,1000,10258,A,100.0,200.0
CONFIG_1,"1000, 0.001, 0.001",oneOffLockstep,0.001,1000,10258,B,100.0,200.0
CONFIG_1,"1000, 0.001, 0.001",oneOffLockstep,0.001,1000,10259,A,100.0,200.0
CONFIG_1,"1000, 0.001, 0.001",oneOffLockstep,0.001,1000,10259,B,100.0,200.0
CONFIG_1,"1000, 0.001, 0.001",oneOffLockstep,0.001,1000,10260,A,100.0,200.0
CONFIG_1,"1000, 0.001, 0.001",oneOffLockstep,0.001,1000,10260,B,100.0,200.0
CONFIG_1,"1000, 0.001, 0.001",oneOffLockstep,0.001,1000,10261,A,100.0,200.0
CONFIG_1,"1000, 0.001, 0.001",oneOffLockstep,0.001,1000,10261,B,100.0,200.0
CONFIG_1,"1000, 0.001, 0.001",oneOffLockstep,0.001,1000,10262,A,100.0,200.0
CONFIG_1,"1000, 0.001, 0.001",oneOffLockstep,0.001,1000,10262,B,100.0,200.0
CONFIG_1,"1000, 0.001, 0.001",oneOffLockstep,0.001,1000,10263,A,100.0,200.0
CONFIG_1,"1000, 0.001, 0.001",oneOffLockstep,0.001,1000,10263,B,100.0,200.0
CONFIG_1,"1000, 0.001, 0.001",oneOffLockstep,0.001,1000,10264,A,100.0,200.0
CONFIG_1,"1000, 0.001, 0.001",oneOffLockstep,0.001,1000,10264,B,100.0,200.0
CONFIG_1,"1000, 0.001, 0.001",oneOffLockstep,0.001,1000,10265,A,100.0,200.0
CONFIG_1,"1000, 0.001, 0.001",oneOffLockstep,0.001,1000,10265,B,100.0,200.0
CONFIG_1,"1000, 0.001, 0.001",oneOffLockstep,0.001,1000,10266,A,100.0,200.0
CONFIG_1,"1000, 0.001, 0.001",oneOffLockstep,0.001,1000,10266,B,100.0,200.0
CONFIG_1,"1000, 0.001, 0.001",oneOffLockstep,0.001,1000,10267,A,100.0,200.0
CONFIG_1,"1000, 0.001, 0.001",oneOffLockstep,0.001,1000,10267,B,100.0,200.0
CONFIG_1,"1000, 0.001, 0.001",oneOffLockstep,0.001,1000,10268,A,100.0,200.0
CONFIG_1,"1000, 0.001, 0.001",oneOffLockstep,0.001,1000,10268,B,100.0,200.0
CONFIG_1,"1000, 0.001, 0.001",oneOffLockstep,0.001,1000,10269,A,100.0,200.0
CONFIG_1,"1000, 0.001, 0.001",oneOffLockstep,0.001,1000,10269,B,100.0,200.0
CONFIG_1,"1000, 0.001, 0.001",oneOffLockstep,0.001,1000,10270,A,100.0,200.0
CONFIG_1,"1000, 0.001, 0.001",oneOffLockstep,0.001,1000,10270,B,100.0,200.0
CONFIG_1,"1000, 0.001, 0.001",oneOffLockstep,0.001,1000,10271,A,100.0,200.0
CONFIG_1,"1000, 0.001, 0.001",oneOffLockstep,0.001,1000,10271,B,100.0,200.0
CONFIG_1,"1000, 0.001, 0.001",oneOffLockstep,0.001,1000,10272,A,100.0,200.0
CONFIG_1,"1000, 0.001, 0.001",oneOffLockstep,0.001,1000,10272,B,100.0,200.0
CONFIG_1,"1000, 0.001, 0.001",oneOffLockstep,0.001,1000,10273,A,100.0,200.0
CONFIG_1,"1000, 0.001, 0.001",oneOffLockstep,0.001,1000,10273,B,100.0,200.0
CONFIG_1,"1000, 0.001, 0.001",oneOffLockstep,0.001,1000,10274,A,100.0,200.0
CONFIG_1,"1000, 0.001, 0.001",oneOffLockstep,0.001,1000,10274,B,100.0,200.0
CONFIG_1,"1000, 0.001, 0.001",oneOffLockstep,0.001,1000,10275,A,100.0,200.0
CONFIG_1,"1000, 0.001, 0.001",oneOffLockstep,0.001,1000,10275,B,100.0,200.0
CONFIG_1,"1000, 0.001, 0.001",oneOffLockstep,0.001,1000,10276,A,100.0,200.0
CONFIG_1,"1000, 0.001, 0.001",oneOffLockstep,0.001,1000,10276,B,100.0,200.0
CONFIG_1,"1000, 0.001, 0.001",oneOffLockstep,0.001,1000,10277,A,100.0,200.0
CONFIG_1,"1000, 0.001, 0.001",oneOffLockstep,0.001,1000,10277,B,100.0,200.0
CONFIG_1,"1000, 0.001, 0.001",oneOffLockstep,0.001,1000,10278,A,100.0,200.0
CONFIG_1,"1000, 0.001, 0.001",oneOffLockstep,0.001,1000,10278,B,100.0,200.0
CONFIG_1,"1000, 0.001, 0.001",oneOffLockstep,0.001,1000,10279,A,100.0,200.0
CONFIG_1,"1000, 0.001, 0.001",oneOffLockstep,0.001,1000,10279,B,100.0,200.0
CONFIG_1,"1000, 0.001, 0.001",oneOffLockstep,0.001,1000,10280,A,100.0,200.0
CONFIG_1,"1000, 0.001, 0.001",oneOffLockstep,0.001,1000,10280,B,100.0,200.0
CONFIG_1,"1000, 0.001, 0.001",oneOffLockstep,0.001,1000,10281,A,100.0,200.0
CONFIG_1,"1000, 0.001, 0.001",oneOffLockstep,0.001,1000,10281,B,100.0,200.0
CONFIG_1,"1000, 0.001, 0.001",oneOffLockstep,0.001,1000,10282,A,100.0,200.0
CONFIG_1,"1000, 0.001, 0.001",oneOffLockstep,0.001,1000,10282,B,100.0,200.0
CONFIG_1,"1000, 0.001, 0.001",oneOffLockstep,0.001,1000,10283,A,100.0,200.0
CONFIG_1,"1000, 0.001, 0.001",oneOffLockstep,0.001,1000,10283,B,100.0,200.0
CONFIG_1,"1000, 0.001, 0.001",oneOffLockstep,0.001,1000,10284,A,100.0,200.0
CONFIG_1,"1000, 0.001, 0.001",oneOffLockstep,0.001,1000,10284,B,100.0,200.0
CONFIG_1,"1000, 0.001, 0.001",oneOffLockstep,0.001,1000,10285,A,100.0,200.0
CONFIG_1,"1000, 0.001, 0.001",oneOffLockstep,0.001,1000,10285,B,100.0,200.0
CONFIG_1,"1000, 0.001, 0.001",oneOffLockstep,0.001,1000,10286,A,100.0,200.0
CONFIG_1,"1000, 0.001, 0.001",oneOffLockstep,0.001,1000,10286,B,100.0,200.0
CONFIG_1,"1000, 0.001, 0.001",oneOffLockstep,0.001,1000,10287,A,100.0,200.0
CONFIG_1,"1000, 0.001, 0.001",oneOffLockstep,0.001,1000,10287,B,100.0,200.0
CONFIG_1,"1000, 0.001, 0.001",oneOffLockstep,0.001,1000,10288,A,100.0,200.0
CONFIG_1,"1000, 0.001, 0.001",oneOffLockstep,0.001,1000,10288,B,100.0,200.0
CONFIG_1,"1000, 0.001, 0.001",oneOffLockstep,0.001,1000,10289,A,100.0,200.0
CONFIG_1,"1000, 0.001, 0.001",oneOffLockstep,0.001,1000,10289,B,100.0,200.0
CONFIG_1,"1000, 0.001, 0.001",oneOffLockstep,0.001,1000,10290,A,100.0,200.0
CONFIG_1,"1000, 0.001, 0.001",oneOffLockstep,0.001,1000,10290,B,100.0,200.0
CONFIG_1,"1000, 0.001, 0.001",oneOffLockstep,0.001,1000,10291,A,100.0,200.0
CONFIG_1,"1000, 0.001, 0.001",oneOffLockstep,0.001,1000,10291,B,100.0,200.0
CONFIG_1,"1000, 0.001, 0.001",oneOffLockstep,0.001,1000,10292,A,100.0,200.0
CONFIG_1,"1000, 0.001, 0.001",oneOffLockstep,0.001,1000,10292,B,100.0,200.0
CONFIG_1,"1000, 0.001, 0.001",oneOffLockstep,0.001,1000,10293,A,100.0,200.0
CONFIG_1,"1000, 0.001, 0.001",oneOffLockstep,0.001,1000,10293,B,100.0,200.0
CONFIG_1,"1000, 0.001, 0.001",oneOffLockstep,0.001,1000,10294,A,100.0,200.0
CONFIG_1,"1000, 0.001, 0.001",oneOffLockstep,0.001,1000,10294,B,100.0,200.0
CONFIG_1,"1000, 0.001, 0.001",oneOffLockstep,0.001,1000,10295,A,100.0,200.0
CONFIG_1,"1000, 0.001, 0.001",oneOffLockstep,0.001,1000,10295,B,100.0,200.0
CONFIG_1,"1000, 0.001, 0.001",oneOffLockstep,0.001,1000,10296,A,100.0,200.0
CONFIG_1,"1000, 0.001, 0.001",oneOffLockstep,0.001,1000,10296,B,100.0,200.0
CONFIG_1,"1000, 0.001, 0.001",oneOffLockstep,0.001,1000,10297,A,100.0,200.0
CONFIG_1,"1000, 0.001, 0.001",oneOffLockstep,0.001,1000,10297,B,100.0,200.0
CONFIG_1,"1000, 0.001, 0.001",oneOffLockstep,0.001,1000,10298,A,100.0,200.0
CONFIG_1,"1000, 0.001, 0.001",oneOffLockstep,0.001,1000,10298,B,100.0,200.0
CONFIG_1,"1000, 0.001, 0.001",oneOffLockstep,0.001,1000,10299,A,100.0,200.0
CONFIG_1,"1000, 0.001, 0.001",oneOffLockstep,0.001,1000,10299,B,100.0,200.0
CONFIG_1,"1000, 0.001, 0.001",oneOffLockstep,0.001,1000,10300,A,100.0,200.0
CONFIG_1,"1000, 0.001, 0.001",oneOffLockstep,0.001,1000,10300,B,100.0,200.0
CONFIG_1,"1000, 0.001, 0.001",bFollowsA,0.001,1000,10501,A,100.0,200.0
CONFIG_1,"1000, 0.001, 0.001",bFollowsA,0.001,1000,10501,B,100.0,200.0
CONFIG_1,"1000, 0.001, 0.001",bFollowsA,0.001,1000,10502,A,100.0,200.0
CONFIG_1,"1000, 0.001, 0.001",bFollowsA,0.001,1000,10502,B,100.0,200.0
CONFIG_1,"1000, 0.001, 0.001",bFollowsA,0.001,1000,10503,A,100.0,200.0
CONFIG_1,"1000, 0.001, 0.001",bFollowsA,0.001,1000,10503,B,100.0,200.0
CONFIG_1,"1000, 0.001, 0.001",bFollowsA,0.001,1000,10504,A,100.0,200.0
CONFIG_1,"1000, 0.001, 0.001",bFollowsA,0.001,1000,10504,B,100.0,200.0
CONFIG_1,"1000, 0.001, 0.001",bFollowsA,0.001,1000,10505,A,100.0,200.0
CONFIG_1,"1000, 0.001, 0.001",bFollowsA,0.001,1000,10505,B,100.0,200.0
CONFIG_1,"1000, 0.001, 0.001",bFollowsA,0.001,1000,10506,A,100.0,200.0
CONFIG_1,"1000, 0.001, 0.001",bFollowsA,0.001,1000,10506,B,100.0,200.0
CONFIG_1,"1000, 0.001, 0.001",bFollowsA,0.001,1000,10507,A,100.0,200.0
CONFIG_1,"1000, 0.001, 0.001",bFollowsA,0.001,1000,10507,B,100.0,200.0
CONFIG_1,"1000, 0.001, 0.001",bFollowsA,0.001,1000,10508,A,100.0,200.0
CONFIG_1,"1000, 0.001, 0.001",bFollowsA,0.001,1000,10508,B,100.0,200.0
CONFIG_1,"1000, 0.001, 0.001",bFollowsA,0.001,1000,10509,A,100.0,200.0
CONFIG_1,"1000, 0.001, 0.001",bFollowsA,0.001,1000,10509,B,100.0,200.0
CONFIG_1,"1000, 0.001, 0.001",bFollowsA,0.001,1000,10510,A,100.0,200.0
CONFIG_1,"1000, 0.001, 0.001",bFollowsA,0.001,1000,10510,B,100.0,200.0
CONFIG_1,"1000, 0.001, 0.001",bFollowsA,0.001,1000,10511,A,100.0,200.0
CONFIG_1,"1000, 0.001, 0.001",bFollowsA,0.001,1000,10511,B,100.0,200.0
CONFIG_1,"1000, 0.001, 0.001",bFollowsA,0.001,1000,10512,A,100.0,200.0
CONFIG_1,"1000, 0.001, 0.001",bFollowsA,0.001,1000,10512,B,100.0,200.0
CONFIG_1,"1000, 0.001, 0.001",bFollowsA,0.001,1000,10513,A,100.0,200.0
CONFIG_1,"1000, 0.001, 0.001",bFollowsA,0.001,1000,10513,B,100.0,200.0
CONFIG_1,"1000, 0.001, 0.001",bFollowsA,0.001,1000,10514,A,100.0,200.0
CONFIG_1,"1000, 0.001, 0.001",bFollowsA,0.001,1000,10514,B,100.0,200.0
CONFIG_1,"1000, 0.001, 0.001",bFollowsA,0.001,1000,10515,A,100.0,200.0
CONFIG_1,"1000, 0.001, 0.001",bFollowsA,0.001,1000,10515,B,100.0,200.0
CONFIG_1,"1000, 0.001, 0.001",bFollowsA,0.001,1000,10516,A,100.0,200.0
CONFIG_1,"1000, 0.001, 0.001",bFollowsA,0.001,1000,10516,B,100.0,200.0
CONFIG_1,"1000, 0.001, 0.001",bFollowsA,0.001,1000,10517,A,100.0,200.0
CONFIG_1,"1000, 0.001, 0.001",bFollowsA,0.001,1000,10517,B,100.0,200.0
CONFIG_1,"1000, 0.001, 0.001",bFollowsA,0.001,1000,10518,A,100.0,200.0
CONFIG_1,"1000, 0.001, 0.001",bFollowsA,0.001,1000,10518,B,100.0,200.0
CONFIG_1,"1000, 0.001, 0.001",bFollowsA,0.001,1000,10519,A,100.0,200.0
CONFIG_1,"1000, 0.001, 0.001",bFollowsA,0.001,1000,10519,B,100.0,200.0
CONFIG_1,"1000, 0.001, 0.001",bFollowsA,0.001,1000,10520,A,100.0,200.0
CONFIG_1,"1000, 0.001, 0.001",bFollowsA,0.001,1000,10520,B,100.0,200.0
CONFIG_1,"1000, 0.001, 0.001",bFollowsA,0.001,1000,10521,A,100.0,200.0
CONFIG_1,"1000, 0.001, 0.001",bFollowsA,0.001,1000,10521,B,100.0,200.0
CONFIG_1,"1000, 0.001, 0.001",bFollowsA,0.001,1000,10522,A,100.0,200.0
CONFIG_1,"1000, 0.001, 0.001",bFollowsA,0.001,1000,10522,B,100.0,200.0
CONFIG_1,"1000, 0.001, 0.001",bFollowsA,0.001,1000,10523,A,100.0,200.0
CONFIG_1,"1000, 0.001, 0.001",bFollowsA,0.001,1000,10523,B,100.0,200.0
CONFIG_1,"1000, 0.001, 0.001",bFollowsA,0.001,1000,10524,A,100.0,200.0
CONFIG_1,"1000, 0.001, 0.001",bFollowsA,0.001,1000,10524,B,100.0,200.0
CONFIG_1,"1000, 0.001, 0.001",bFollowsA,0.001,1000,10525,A,100.0,200.0
CONFIG_1,"1000, 0.001, 0.001",bFollowsA,0.001,1000,10525,B,100.0,200.0
CONFIG_1,"1000, 0.001, 0.001",bFollowsA,0.001,1000,10526,A,100.0,200.0
CONFIG_1,"1000, 0.001, 0.001",bFollowsA,0.001,1000,10526,B,100.0,200.0
CONFIG_1,"1000, 0.001, 0.001",bFollowsA,0.001,1000,10527,A,100.0,200.0
CONFIG_1,"1000, 0.001, 0.001",bFollowsA,0.001,1000,10527,B,100.0,200.0
CONFIG_1,"1000, 0.001, 0.001",bFollowsA,0.001,1000,10528,A,100.0,200.0
CONFIG_1,"1000, 0.001, 0.001",bFollowsA,0.001,1000,10528,B,100.0,200.0
CONFIG_1,"1000, 0.001, 0.001",bFollowsA,0.001,1000,10529,A,100.0,200.0
CONFIG_1,"1000, 0.001, 0.001",bFollowsA,0.001,1000,10529,B,100.0,200.0
CONFIG_1,"1000, 0.001, 0.001",bFollowsA,0.001,1000,10530,A,100.0,200.0
CONFIG_1,"1000, 0.001, 0.001",bFollowsA,0.001,1000,10530,B,100.0,200.0
CONFIG_1,"1000, 0.001, 0.001",bFollowsA,0.001,1000,10531,A,100.0,200.0
CONFIG_1,"1000, 0.001, 0.001",bFollowsA,0.001,1000,10531,B,100.0,200.0
CONFIG_1,"1000, 0.001, 0.001",bFollowsA,0.001,1000,10532,A,100.0,200.0
CONFIG_1,"1000, 0.001, 0.001",bFollowsA,0.001,1000,10532,B,100.0,200.0
CONFIG_1,"1000, 0.001, 0.001",bFollowsA,0.001,1000,10533,A,100.0,200.0
CONFIG_1,"1000, 0.001, 0.001",bFollowsA,0.001,1000,10533,B,100.0,200.0
CONFIG_1,"1000, 0.001, 0.001",bFollowsA,0.001,1000,10534,A,100.0,200.0
CONFIG_1,"1000, 0.001, 0.001",bFollowsA,0.001,1000,10534,B,100.0,200.0
CONFIG_1,"1000, 0.001, 0.001",bFollowsA,0.001,1000,10535,A,100.0,200.0
CONFIG_1,"1000, 0.001, 0.001",bFollowsA,0.001,1000,10535,B,100.0,200.0
CONFIG_1,"1000, 0.001, 0.001",bFollowsA,0.001,1000,10536,A,100.0,200.0
CONFIG_1,"1000, 0.001, 0.001",bFollowsA,0.001,1000,10536,B,100.0,200.0
CONFIG_1,"1000, 0.001, 0.001",bFollowsA,0.001,1000,10537,A,100.0,200.0
CONFIG_1,"1000, 0.001, 0.001",bFollowsA,0.001,1000,10537,B,100.0,200.0
CONFIG_1,"1000, 0.001, 0.001",bFollowsA,0.001,1000,10538,A,100.0,200.0
CONFIG_1,"1000, 0.001, 0.001",bFollowsA,0.001,1000,10538,B,100.0,200.0
CONFIG_1,"1000, 0.001, 0.001",bFollowsA,0.001,1000,10539,A,100.0,200.0
CONFIG_1,"1000, 0.001, 0.001",bFollowsA,0.001,1000,10539,B,100.0,200.0
CONFIG_1,"1000, 0.001, 0.001",bFollowsA,0.001,1000,10540,A,100.0,200.0
CONFIG_1,"1000, 0.001, 0.001",bFollowsA,0.001,1000,10540,B,100.0,200.0
CONFIG_1,"1000, 0.001, 0.001",bFollowsA,0.001,1000,10541,A,100.0,200.0
CONFIG_1,"1000, 0.001, 0.001",bFollowsA,0.001,1000,10541,B,100.0,200.0
CONFIG_1,"1000, 0.001, 0.001",bFollowsA,0.001,1000,10542,A,100.0,200.0
